epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
159,58266.3,0.00811,1.03829,1.41831,0.83841,0.8637,0.91572,0.65371,0.00837,0.68223,1.45175,0.002179,0.002179,0.002179
160,58675.2,0.00809,1.03847,1.41886,0.83681,0.86484,0.91368,0.65353,0.00836,0.68139,1.45135,0.0021295,0.0021295,0.0021295
161,59057.9,0.0081,1.02587,1.41967,0.83737,0.86403,0.91575,0.65505,0.00836,0.68045,1.45078,0.00208,0.00208,0.00208
162,59469.4,0.00808,1.0328,1.41923,0.83822,0.86501,0.91693,0.65571,0.00835,0.67971,1.45057,0.0020305,0.0020305,0.0020305
163,59848.7,0.00809,1.03491,1.42243,0.8388,0.86441,0.9171,0.65613,0.00835,0.67906,1.45045,0.001981,0.001981,0.001981
164,60262.1,0.00805,1.03465,1.41786,0.83995,0.86414,0.91825,0.65718,0.00834,0.67817,1.4501,0.0019315,0.0019315,0.0019315
165,60647.8,0.00803,1.0226,1.41359,0.842,0.86113,0.91829,0.65736,0.00834,0.67718,1.44958,0.001882,0.001882,0.001882
166,61057,0.00805,1.02326,1.41144,0.84206,0.86154,0.9188,0.65737,0.00833,0.67642,1.44903,0.0018325,0.0018325,0.0018325
167,61451.1,0.008,1.00796,1.40482,0.84189,0.86352,0.9186,0.65788,0.00833,0.67539,1.44846,0.001783,0.001783,0.001783
168,61862.2,0.00795,0.99769,1.40217,0.84187,0.86135,0.9191,0.65799,0.00832,0.6745,1.44818,0.0017335,0.0017335,0.0017335
169,62249.2,0.00797,1.00395,1.40337,0.8418,0.86198,0.91962,0.65886,0.00832,0.67366,1.44802,0.001684,0.001684,0.001684
170,62656.4,0.00797,1.00322,1.40578,0.8406,0.86033,0.91907,0.65904,0.00831,0.67271,1.44761,0.0016345,0.0016345,0.0016345
171,63038.6,0.00795,1.00184,1.40275,0.84043,0.86056,0.91862,0.65888,0.00831,0.67193,1.44708,0.001585,0.001585,0.001585
172,63448.2,0.00796,1.00078,1.40445,0.8429,0.8595,0.91915,0.65999,0.0083,0.67073,1.44664,0.0015355,0.0015355,0.0015355
173,63823.6,0.00794,0.99716,1.40294,0.84207,0.86027,0.9192,0.66026,0.00829,0.67001,1.44607,0.001486,0.001486,0.001486
174,64227.7,0.00796,1.00901,1.40758,0.84123,0.86101,0.91954,0.66084,0.00829,0.66889,1.4456,0.0014365,0.0014365,0.0014365
175,64621.7,0.00793,0.99009,1.40281,0.84146,0.86113,0.91966,0.66241,0.00828,0.66825,1.44519,0.001387,0.001387,0.001387
176,65024.5,0.00789,0.98889,1.39859,0.84469,0.86189,0.92014,0.66298,0.00828,0.66734,1.44472,0.0013375,0.0013375,0.0013375
177,65400.1,0.00792,0.98711,1.40217,0.8456,0.86084,0.9202,0.6623,0.00827,0.66637,1.44449,0.001288,0.001288,0.001288
178,65799.1,0.00788,0.98359,1.39359,0.84627,0.86051,0.92022,0.66261,0.00827,0.66553,1.44407,0.0012385,0.0012385,0.0012385
179,66158.5,0.00791,0.99138,1.39684,0.84714,0.85996,0.92041,0.66335,0.00826,0.66447,1.44336,0.001189,0.001189,0.001189
180,66559.7,0.00786,0.97968,1.39643,0.84882,0.85919,0.92069,0.66431,0.00826,0.66316,1.44278,0.0011395,0.0011395,0.0011395
181,66930.9,0.0078,0.96144,1.38688,0.84818,0.85982,0.92115,0.66363,0.00825,0.66221,1.44222,0.00109,0.00109,0.00109
182,67334.4,0.00783,0.97054,1.39319,0.85037,0.85896,0.92128,0.6643,0.00824,0.66121,1.44185,0.0010405,0.0010405,0.0010405
